iter	Logloss
225	0.3912650177
226	0.3911955004
227	0.390933391
228	0.3907962901
229	0.3906042047
230	0.3902812273
231	0.3901628492
232	0.3899531594
233	0.389698058
234	0.3895664618
235	0.3894531197
236	0.3891142934
237	0.3889732459
238	0.3887720343
239	0.3886414716
240	0.3883866564
241	0.3882758354
242	0.3880342282
243	0.3880269185
244	0.3879291112
245	0.3878054404
246	0.3876592992
247	0.3875412698
248	0.3874271987
249	0.3873052308
250	0.3871580935
251	0.3870863247
252	0.3869293988
253	0.3867536696
254	0.3866773422
255	0.386495127
256	0.3863545093
257	0.3862669635
258	0.3861733374
259	0.3860474985
260	0.3860474961
261	0.3858645708
262	0.3857497328
263	0.3853035483
264	0.3851480412
265	0.3849554554
266	0.3848452726
267	0.384657908
268	0.3845529564
269	0.3843288292
270	0.3842208636
271	0.3840862752
272	0.3840860732
273	0.3839118956
274	0.3838887558
275	0.3838390021
276	0.3837845587
277	0.3836747594
278	0.3836174481
279	0.383508003
280	0.3834260758
281	0.3832150868
282	0.3831172948
283	0.383039597
284	0.3830129776
285	0.382883678
286	0.3827590181
287	0.3825993899
288	0.3824688449
289	0.382367484
290	0.3822375741
291	0.3820588595
292	0.3819288651
293	0.3817648044
294	0.3814442585
295	0.3813365735
296	0.3811661276
297	0.3808342066
298	0.3807959171
299	0.3805578336
300	0.3804670261
301	0.3802582298
302	0.3801738955
303	0.3799949845
304	0.3798830385
305	0.3796984154
306	0.3795702345
307	0.3794850371
308	0.3793490165
309	0.3792665402
310	0.3790685563
311	0.3788930324
312	0.3787929052
313	0.3786328241
314	0.3784914734
315	0.3782039498
316	0.3780899335
317	0.3778969335
318	0.3775948155
319	0.3773916066
320	0.3772557759
321	0.3770273163
322	0.3768882875
323	0.3767280653
324	0.3765620558
325	0.3765028101
326	0.3763589618
327	0.3762180538
328	0.376007364
329	0.3757945222
330	0.3756968698
331	0.3755350821
332	0.3754910524
333	0.3753496955
334	0.3751642759
335	0.375051421
336	0.3749630158
337	0.3748582087
338	0.3747078092
339	0.3744502676
340	0.374346045
341	0.3742265844
342	0.3739868026
343	0.3738732788
344	0.3737388692
345	0.3736339096
346	0.3735193184
347	0.3734646916
348	0.3733389813
349	0.3731731147
350	0.3728932876
351	0.3728004435
352	0.3727254712
353	0.3726752285
354	0.3725770251
355	0.3724173627
356	0.3723047994
357	0.372223357
358	0.3721330937
359	0.3720195751
360	0.3716885113
361	0.3713686515
362	0.3712210713
363	0.3710960534
364	0.3708798211
365	0.3707999444
366	0.3707240482
367	0.3706571916
368	0.3704809076
369	0.3703814742
370	0.3703110466
371	0.3701270522
372	0.3698367522
373	0.3696866479
374	0.369351784
375	0.3691745045
376	0.3690900566
377	0.3689884738
378	0.3688351107
379	0.3686826879
380	0.3686052629
381	0.368520783
382	0.3683469329
383	0.3681704793
384	0.3680951632
385	0.3680161523
386	0.3678007405
387	0.3676846694
388	0.3676414743
389	0.3674363599
390	0.3673027718
391	0.3671330655
392	0.3669977669
393	0.3668143552
394	0.3667654347
395	0.3666201239
396	0.3664981073
397	0.3664343272
398	0.3662690362
399	0.3661385298
400	0.3660756497
401	0.3659098478
402	0.3657357631
403	0.3654228114
404	0.3653737327
405	0.3653123104
406	0.3652007134
407	0.3651240263
408	0.3650090375
409	0.3648957674
410	0.3648354548
411	0.3647272129
412	0.3645834661
413	0.364515284
414	0.3644773347
415	0.3643596257
416	0.3641650729
417	0.3641164011
418	0.363959258
419	0.3638744258
420	0.363722553
421	0.3636769415
422	0.3634786271
423	0.3632739486
424	0.3631523669
425	0.3631232296
426	0.3630192386
427	0.3627316247
428	0.3626182972
429	0.3625831216
430	0.3625507235
431	0.3624035993
432	0.3623352275
433	0.3622287698
434	0.362064039
435	0.361895775
436	0.361838168
437	0.3617950063
438	0.3616979849
439	0.3616332288
440	0.3615435666
441	0.361436761
442	0.3613684201
443	0.3612073707
444	0.361116701
445	0.3609842092
446	0.3609528361
447	0.3608167052
448	0.3606583272
449	0.3604485764
450	0.3602880734
451	0.3601024387
452	0.3600050028
453	0.3598743482
454	0.3597644913
455	0.3595740479
456	0.3595105364
457	0.3593506729
458	0.3591855097
459	0.3590128069
460	0.3589734617
461	0.3587673456
462	0.3587187532
463	0.3586130176
464	0.3584124501
465	0.358305803
466	0.3582121115
467	0.3581273192
468	0.3580484755
469	0.3579470323
470	0.3578612113
471	0.3575562701
472	0.357387924
473	0.3572730689
474	0.3572194481
475	0.3570657211
476	0.3569075315
477	0.3568054489
478	0.3566633609
479	0.3565407278
480	0.3563527797
481	0.3563008081
482	0.3562622415
483	0.3561510223
484	0.3559867853
485	0.3558866616
486	0.3557797432
487	0.3556279991
488	0.3555996283
489	0.3554588036
490	0.3553268994
491	0.3552223262
492	0.3549392068
493	0.3546726054
494	0.3546135272
495	0.3545998358
496	0.3545104778
497	0.354443958
498	0.354321601
499	0.3542659706
500	0.354185339
501	0.3541762623
502	0.3540982532
503	0.3540300305
504	0.3539805708
505	0.3537816658
506	0.3537137266
507	0.3535749854
508	0.3535112834
509	0.3533890604
510	0.3532579791
511	0.3530973104
512	0.3530105522
513	0.3529096165
514	0.3528027576
515	0.3527198537
516	0.3526442694
517	0.3525130216
518	0.352362098
519	0.3523034477
520	0.3522587389
521	0.3521560622
522	0.3521425043
523	0.3520194208
524	0.3518489689
525	0.3517478898
526	0.3516851493
527	0.3515323567
528	0.3514400988
529	0.3513662051
530	0.3512939131
531	0.3511083905
532	0.3509706973
533	0.3507751497
534	0.3506300726
535	0.3505285953
536	0.3504757827
537	0.3504157293
538	0.350340083
539	0.3503014592
540	0.350203104
541	0.3500948119
542	0.3499927309
543	0.3499173314
544	0.3498531334
545	0.3497850529
546	0.3496838312
547	0.3496354559
548	0.3495730001
549	0.3493734642
550	0.3492034104
551	0.3490363797
552	0.3489850674
553	0.3487678059
554	0.3485390034
555	0.3484290293
556	0.3482429146
557	0.3481686754
558	0.3481265381
559	0.3481049402
560	0.347958019
561	0.3478623969
562	0.347807643
563	0.3475541551
564	0.3474846682
565	0.3474088743
566	0.3473346885
567	0.3472366051
568	0.3472138734
569	0.3471185385
570	0.3470140174
571	0.3468792002
572	0.3466948408
573	0.3465388711
574	0.3465225558
575	0.3464380191
576	0.3463519047
577	0.3462946388
578	0.3461437201
579	0.3460562508
580	0.3459686928
581	0.3456771344
582	0.3456037354
583	0.3455357855
584	0.3454280488
585	0.3453327184
586	0.3451733172
587	0.3450402392
588	0.3449592116
589	0.344723228
590	0.3445314703
591	0.3444780915
592	0.3442753638
593	0.3441142914
594	0.3440521682
595	0.3439499037
596	0.343810242
597	0.3436477024
598	0.3435602348
599	0.3435012439
600	0.3433547019
601	0.3432469328
602	0.3431964549
603	0.342997935
604	0.342835291
605	0.3426817654
606	0.3426717418
607	0.3426124427
608	0.3425278171
609	0.3424918243
610	0.3424170739
611	0.3423365073
612	0.342218166
613	0.3420795068
614	0.3419635632
615	0.3417728185
616	0.3415549667
617	0.341370309
618	0.3412344664
619	0.3409707787
620	0.3408930733
621	0.340804659
622	0.3407765356
623	0.3406293798
624	0.3404985669
625	0.3404539065
626	0.3403787253
627	0.340292451
628	0.3402788277
629	0.3401551508
630	0.3399345833
631	0.3398171112
632	0.3397831765
633	0.3394655947
634	0.3393854304
635	0.3391670312
636	0.3390992756
637	0.3390483249
638	0.338934374
639	0.338845849
640	0.3387745122
641	0.3386155196
642	0.338450457
643	0.3383439861
644	0.3382498346
645	0.3381340034
646	0.3379868892
647	0.3379149539
648	0.3377566175
649	0.3376847428
650	0.3376439784
651	0.3375752647
652	0.3375277697
653	0.3375071998
654	0.3373913495
655	0.3372890509
656	0.337224447
657	0.337005254
658	0.3369389651
659	0.3368046884
660	0.3366276634
661	0.3365013096
662	0.3364001148
663	0.3361458098
664	0.3360984796
665	0.3359808582
666	0.3359373991
667	0.335805749
668	0.3357091293
669	0.3356135871
670	0.335493237
671	0.3353608033
672	0.3352931364
673	0.3351564634
674	0.3350316843
675	0.3349432648
676	0.3348103418
677	0.3347625672
678	0.3346734592
679	0.3345912428
680	0.3344792327
681	0.334406044
682	0.3341932225
683	0.3341467636
684	0.3340013559
685	0.333977036
686	0.3338740409
687	0.3337430198
688	0.3336570285
689	0.3335766971
690	0.3334190621
691	0.3333402135
692	0.333092732
693	0.3330260317
694	0.3328561017
695	0.3328161309
696	0.3327233721
697	0.3325926395
698	0.3324583499
699	0.332276669
700	0.3322180964
701	0.332154844
702	0.3320458184
703	0.3319840685
704	0.3319501658
705	0.3318662652
706	0.3317529278
707	0.3316987332
708	0.3316668924
709	0.331550174
710	0.3314635456
711	0.3312883311
712	0.3312561891
713	0.3311560866
714	0.3310497248
715	0.3308820311
716	0.3308593083
717	0.3307646766
718	0.3307032591
719	0.3306132016
720	0.3305207646
721	0.330416344
722	0.3303789703
723	0.3303375096
724	0.3302369487
725	0.3301911424
726	0.3301229423
727	0.330069292
728	0.330007959
729	0.3298417255
730	0.329791122
731	0.3297476368
732	0.3297145181
733	0.3295566801
734	0.3294925843
735	0.3294539039
736	0.3293338898
737	0.3291609891
738	0.3290197926
739	0.3288793729
740	0.3287991075
741	0.3286269426
742	0.3285308835
743	0.3284236553
744	0.3283330824
745	0.3282603914
746	0.3281471108
747	0.328083238
748	0.3280298516
749	0.3279276327
750	0.3278559389
751	0.3277813795
752	0.3277703154
753	0.3277043656
754	0.3275415275
755	0.3274584086
756	0.3272854268
757	0.3271578657
758	0.3269634022
759	0.3269324539
760	0.3268958943
761	0.3268378732
762	0.3267676796
763	0.3266937387
764	0.3265900449
765	0.326548228
766	0.3263033392
767	0.3261194948
768	0.3260771416
769	0.3260021341
770	0.3259129266
771	0.3257515402
772	0.3256394005
773	0.3255760573
774	0.3255046163
775	0.32542982
776	0.3254036942
777	0.3253600232
778	0.325222869
779	0.3251598012
780	0.3249700725
781	0.3248640012
782	0.3248531751
783	0.3247788607
784	0.3247355331
785	0.3246652052
786	0.3245583099
787	0.3244796929
788	0.324453667
789	0.3243988775
790	0.3241312771
791	0.324068927
792	0.3239828025
793	0.3239346541
794	0.3238721343
795	0.3236934871
796	0.3235218282
797	0.3233862371
798	0.3232435065
799	0.3231976255
800	0.3231682173
801	0.3230980375
802	0.3230554684
803	0.3228747941
804	0.3227108541
805	0.3225359743
806	0.3224834192
807	0.3224162355
808	0.3223707326
809	0.3223260332
810	0.3222969592
811	0.3222329862
812	0.3220541255
813	0.3219712539
814	0.321911484
815	0.3217043824
816	0.3216083801
817	0.3215269579
818	0.3214591316
819	0.3213227975
820	0.3211830563
821	0.3211504483
822	0.3210805563
823	0.3210201921
824	0.3209401004
825	0.320818512
826	0.3207159426
827	0.320635452
828	0.3205902471
829	0.3205103594
830	0.3204016747
831	0.3203630714
832	0.3202618065
833	0.3201696487
834	0.3200760233
835	0.3198982143
836	0.3198818847
837	0.3197778092
838	0.3197132561
839	0.3196710543
840	0.3196224722
841	0.3195578325
842	0.3194083821
843	0.3193741793
844	0.3193106704
845	0.3192642855
846	0.3191442289
847	0.3190394536
848	0.3190129781
849	0.3187866416
850	0.3187429324
851	0.3186656785
852	0.3185618896
853	0.3184745658
854	0.3183016396
855	0.3182105384
856	0.3180404804
857	0.3179231612
858	0.3178781442
859	0.3177110103
860	0.3176207917
861	0.317538934
862	0.3174861488
863	0.3174270632
864	0.3172942039
865	0.3172445957
866	0.3171807884
867	0.3171532387
868	0.316989305
869	0.3168752765
870	0.3168382959
871	0.3167925381
872	0.3167214364
873	0.3166689896
874	0.3166477208
875	0.3165244075
876	0.3164564349
877	0.3162784275
878	0.3162225146
879	0.3161266917
880	0.3160764613
881	0.3160375535
882	0.3159842312
883	0.3159372884
884	0.315815522
885	0.3157377957
886	0.3155870229
887	0.3155766996
888	0.3155135821
889	0.3154073798
890	0.3153124769
891	0.3152339119
892	0.3151459519
893	0.3150700187
894	0.3149337688
895	0.3147759731
896	0.3147035805
897	0.3146015367
898	0.3144637546
899	0.3143460502
900	0.3142293048
901	0.3140256069
902	0.313953165
903	0.3138607577
904	0.3138369565
905	0.3137660616
906	0.3136825932
907	0.3136580412
908	0.3136243987
909	0.3134436496
910	0.3133047301
911	0.3132175033
912	0.313189015
913	0.3131048685
914	0.3130413743
915	0.3129225368
916	0.3129054643
